"","Year","Turnout","Ideology","No.Identification","Ideology.Folded","Conservative","Liberal","Liberal.Thermometer","Conservative.Thermometer","Republican.Thermometer","Education","Party.ID","PartyID.Folded","Household.Income","Age","Female","Race","Black","Region","Union.Member","Church.Attendance","Married","Social.Class"
"36939",1992,0,0,1,0,0,0,15,30,15,1,2,2,NA,91,1,2,1,3,0,3,0,1
"36940",1992,NA,-1,0,1,0,1,NA,NA,30,6,2,2,3,30,1,1,0,1,0,1,0,4
"36941",1992,1,2,0,2,1,0,75,75,10,3,1,3,2,54,1,2,1,3,0,3,0,1
"36942",1992,0,2,0,2,1,0,50,70,0,3,1,3,1,79,1,1,0,3,0,2,0,1
"36943",1992,1,0,1,0,0,0,30,15,40,2,2,2,2,55,1,2,1,3,0,3,1,1
"36944",1992,1,0,0,0,0,0,50,50,40,3,6,2,3,40,0,1,0,2,0,5,0,1
"36945",1992,1,0,0,0,0,0,85,85,85,5,6,2,3,30,1,1,0,1,0,5,0,4
"36946",1992,1,1,0,1,1,0,85,NA,60,2,1,3,3,53,1,2,1,3,0,3,0,1
"36947",1992,0,-1,0,1,0,1,60,40,60,3,5,1,1,23,1,2,1,4,0,3,0,1
"36948",1992,0,0,1,0,0,0,NA,97,NA,3,6,2,2,20,0,1,0,3,0,5,0,1
"36949",1992,0,0,1,0,0,0,40,30,0,2,1,3,3,36,0,1,0,3,0,4,1,1
"36950",1992,0,0,1,0,0,0,NA,NA,NA,1,7,3,1,50,1,3,0,3,0,1,0,4
"36951",1992,1,1,0,1,1,0,40,50,50,4,5,1,4,35,0,3,0,4,1,5,1,1
"36952",1992,1,0,0,0,0,0,40,60,40,1,3,1,3,67,1,3,0,4,1,5,1,1
"36953",1992,0,0,1,0,0,0,70,40,NA,2,5,1,1,78,1,1,0,1,0,2,0,4
"36954",1992,0,0,1,0,0,0,60,70,40,2,5,1,2,26,0,1,0,1,0,5,1,1
"36955",1992,1,0,1,0,0,0,40,60,40,NA,6,2,4,33,0,1,0,2,0,5,1,1
"36956",1992,0,0,1,0,0,0,NA,NA,85,2,3,1,1,62,1,2,1,3,0,1,0,4
"36957",1992,1,0,0,0,0,0,50,50,30,4,1,3,2,35,1,2,1,3,1,4,1,1
"36958",1992,1,0,0,0,0,0,15,15,15,3,2,2,2,73,0,1,0,4,0,4,1,6
"36959",1992,1,-1,0,1,0,1,70,70,70,5,6,2,5,48,1,3,0,2,0,1,1,6
"36960",1992,1,0,0,0,0,0,50,60,70,2,2,2,2,74,0,1,0,2,0,1,1,4
"36961",1992,0,0,0,0,0,0,50,50,40,3,2,2,3,29,1,1,0,2,0,4,1,1
"36962",1992,0,0,1,0,0,0,60,40,70,3,2,2,2,60,1,1,0,3,0,5,1,2
"36963",1992,1,0,1,0,0,0,50,50,40,4,2,2,3,36,0,2,1,3,1,1,1,1
"36964",1992,NA,0,1,0,0,0,NA,NA,97,1,6,2,1,44,1,3,0,3,0,1,0,1
"36965",1992,1,0,1,0,0,0,70,85,40,4,2,2,4,60,1,1,0,1,0,2,1,4
"36966",1992,1,-1,0,1,0,1,70,50,40,5,2,2,3,25,1,1,0,1,0,4,1,3
"36967",1992,1,1,0,1,1,0,0,70,70,3,6,2,4,32,0,3,0,3,0,4,0,3
"36968",1992,1,-1,0,1,0,1,50,60,60,3,2,2,3,36,0,1,0,1,0,5,0,6
"36969",1992,1,2,0,2,1,0,15,70,70,6,7,3,4,40,0,1,0,4,0,4,1,4
"36970",1992,0,0,1,0,0,0,NA,NA,50,3,4,0,5,27,1,1,0,3,0,5,0,3
"36971",1992,1,1,0,1,1,0,80,30,0,2,1,3,1,69,1,1,0,2,0,3,0,1
"36972",1992,0,1,0,1,1,0,40,70,60,3,6,2,2,24,0,1,0,2,0,1,0,1
"36973",1992,0,0,1,0,0,0,50,60,50,3,5,1,3,29,0,1,0,2,0,3,0,1
"36974",1992,1,-1,0,1,0,1,70,50,40,3,3,1,2,70,1,1,0,1,0,5,0,1
"36975",1992,1,-2,0,2,0,1,60,30,0,6,2,2,4,40,1,1,0,1,1,1,0,4
"36976",1992,0,0,1,0,0,0,NA,NA,50,1,5,1,2,58,1,1,0,3,0,3,0,4
"36977",1992,1,0,1,0,0,0,70,70,50,3,4,0,3,28,0,2,1,3,0,3,1,4
"36978",1992,1,0,0,0,0,0,0,0,97,1,7,3,NA,63,1,3,0,3,0,1,0,NA
"36979",1992,1,0,0,0,0,0,40,60,40,4,3,1,3,36,1,1,0,3,0,1,1,1
"36980",1992,1,0,0,0,0,0,85,85,70,4,4,0,1,35,1,1,0,3,0,5,0,4
"36981",1992,1,1,0,1,1,0,40,85,85,6,7,3,2,66,1,1,0,4,0,5,0,4
"36982",1992,1,0,0,0,0,0,50,50,40,3,2,2,4,45,0,1,0,3,0,4,1,4
"36983",1992,1,0,0,0,0,0,40,60,30,4,3,1,4,63,1,1,0,1,0,3,0,4
"36984",1992,1,0,0,0,0,0,50,50,60,2,1,3,4,55,1,1,0,1,0,1,1,1
"36985",1992,1,-2,0,2,0,1,60,40,40,4,3,1,3,28,1,1,0,1,0,5,0,1
"36986",1992,1,0,0,0,0,0,25,25,0,3,4,0,3,42,1,2,1,3,0,1,1,4
"36987",1992,1,-3,0,3,0,1,60,15,30,4,3,1,1,30,0,1,0,4,0,3,0,4
"36988",1992,1,1,0,1,1,0,50,50,40,5,4,0,1,29,0,1,0,3,0,5,0,1
"36989",1992,1,0,0,0,0,0,70,40,15,3,1,3,1,61,0,1,0,3,1,5,1,1
"36990",1992,0,1,0,1,1,0,40,85,40,3,3,1,2,34,1,2,1,3,0,1,1,1
"36991",1992,NA,0,1,0,0,0,NA,NA,50,1,1,3,1,75,1,1,0,2,0,3,0,4
"36992",1992,0,2,0,2,1,0,0,85,60,5,7,3,4,30,0,1,0,2,0,4,1,4
"36993",1992,0,0,1,0,0,0,30,50,60,2,5,1,3,64,0,1,0,2,0,3,0,1
"36994",1992,1,-1,0,1,0,1,70,70,60,NA,6,2,4,67,0,1,0,1,0,1,1,4
"36995",1992,1,2,0,2,1,0,30,85,85,5,7,3,4,43,0,1,0,3,0,1,1,4
"36996",1992,0,1,0,1,1,0,80,75,85,NA,3,1,4,40,0,1,0,3,0,5,1,6
"36997",1992,1,0,0,0,0,0,70,70,40,3,3,1,4,43,0,1,0,1,0,2,1,1
"36998",1992,1,0,0,0,0,0,50,50,50,4,2,2,2,36,1,1,0,2,0,3,1,1
"36999",1992,1,0,1,0,0,0,45,40,70,3,6,2,4,42,1,1,0,1,0,5,1,1
"37000",1992,0,0,1,0,0,0,50,50,50,3,4,0,2,29,0,1,0,3,0,5,1,1
"37001",1992,0,0,0,0,0,0,60,40,40,4,3,1,3,50,1,1,0,3,0,1,0,3
"37002",1992,0,0,1,0,0,0,40,60,30,2,3,1,4,29,0,3,0,4,0,4,1,1
"37003",1992,1,1,0,1,1,0,60,85,50,6,5,1,3,64,0,1,0,1,0,1,0,1
"37004",1992,1,2,0,2,1,0,50,50,60,3,6,2,3,57,1,1,0,1,1,5,0,1
"37005",1992,1,2,0,2,1,0,30,70,60,4,6,2,5,31,0,1,0,1,1,5,1,6
"37006",1992,1,2,0,2,1,0,85,85,40,3,1,3,3,43,1,1,0,3,0,5,0,1
"37007",1992,1,0,1,0,0,0,97,50,0,2,1,3,1,49,1,2,1,3,0,3,0,1
"37008",1992,1,-1,0,1,0,1,40,60,40,4,6,2,4,37,1,1,0,4,0,5,1,1
"37009",1992,1,0,0,0,0,0,60,60,70,4,4,0,4,46,0,1,0,1,1,3,0,4
"37010",1992,1,2,0,2,1,0,0,85,85,5,7,3,4,47,0,1,0,3,1,2,1,1
"37011",1992,1,0,0,0,0,0,50,30,40,3,1,3,3,56,0,2,1,4,0,3,1,4
"37012",1992,1,0,0,0,0,0,75,10,15,1,1,3,1,75,1,2,1,2,0,1,0,4
"37013",1992,1,-2,0,2,0,1,60,50,50,4,4,0,1,30,0,3,0,1,0,5,1,1
"37014",1992,1,3,0,3,1,0,0,97,85,6,6,2,4,35,0,1,0,3,0,1,1,4
"37015",1992,0,0,1,0,0,0,50,50,0,4,1,3,2,42,0,1,0,1,0,3,0,4
"37016",1992,1,0,0,0,0,0,70,20,50,3,3,1,3,68,0,1,0,3,0,1,1,1
"37017",1992,NA,0,0,0,0,0,NA,NA,85,2,1,3,3,34,0,2,1,3,0,3,1,1
"37018",1992,1,1,0,1,1,0,50,50,50,4,2,2,2,29,1,1,0,3,0,2,1,1
"37019",1992,1,0,1,0,0,0,NA,NA,97,1,7,3,1,82,1,1,0,2,0,1,0,NA
"37020",1992,NA,0,1,0,0,0,NA,NA,50,2,4,0,1,24,0,1,0,3,0,4,0,1
"37021",1992,1,2,0,2,1,0,70,50,50,3,2,2,4,75,1,1,0,3,0,1,0,NA
"37022",1992,1,0,1,0,0,0,50,50,70,3,6,2,3,56,1,1,0,4,1,5,1,1
"37023",1992,1,1,0,1,1,0,60,60,60,3,6,2,4,36,1,1,0,4,1,5,1,1
"37024",1992,1,-1,0,1,0,1,60,50,50,5,3,1,3,40,1,1,0,4,0,1,0,1
"37025",1992,1,-2,0,2,0,1,60,60,40,3,1,3,2,76,1,1,0,4,0,1,1,2
"37026",1992,1,-2,0,2,0,1,60,50,40,5,4,0,1,42,0,1,0,4,0,3,0,5
"37027",1992,1,-2,0,2,0,1,60,50,40,3,3,1,4,26,0,3,0,4,1,4,1,3
"37028",1992,1,1,0,1,1,0,30,50,50,4,5,1,3,36,1,1,0,2,0,2,0,1
"37029",1992,1,-2,0,2,0,1,70,30,30,6,1,3,4,46,1,1,0,4,0,5,1,4
"37030",1992,1,0,0,0,0,0,50,50,50,5,4,0,3,23,0,1,0,1,0,4,0,1
"37031",1992,1,1,0,1,1,0,50,50,40,3,2,2,4,44,1,1,0,1,1,3,1,1
"37032",1992,1,0,1,0,0,0,50,40,85,4,7,3,4,47,0,1,0,2,0,1,1,3
"37033",1992,0,0,1,0,0,0,40,50,50,3,2,2,2,72,1,1,0,4,0,5,0,4
"37034",1992,1,1,0,1,1,0,40,60,60,4,7,3,3,35,1,1,0,2,0,1,1,4
"37035",1992,1,1,0,1,1,0,40,50,50,6,2,2,4,40,0,1,0,4,0,4,1,4
"37036",1992,1,2,0,2,1,0,50,50,70,5,2,2,3,40,1,1,0,1,0,4,0,1
"37037",1992,NA,1,0,1,1,0,NA,NA,50,5,7,3,4,71,0,1,0,1,0,5,1,4
"37038",1992,1,-1,0,1,0,1,70,40,15,6,1,3,3,37,0,1,0,1,1,1,0,1
"37039",1992,1,-2,0,2,0,1,60,40,40,4,1,3,4,38,1,1,0,1,0,5,1,4
"37040",1992,1,0,0,0,0,0,60,30,60,3,2,2,3,39,1,1,0,1,0,3,1,2
"37041",1992,0,-2,0,2,0,1,70,0,0,1,1,3,1,83,0,1,0,1,0,5,0,1
"37042",1992,1,0,1,0,0,0,60,70,60,4,3,1,3,45,1,1,0,4,1,3,0,4
"37043",1992,1,0,0,0,0,0,75,75,60,4,3,1,2,62,1,1,0,4,0,1,0,1
"37044",1992,1,0,1,0,0,0,50,60,0,2,1,3,1,65,1,1,0,3,0,2,0,1
"37045",1992,1,0,0,0,0,0,70,60,85,4,7,3,3,36,0,1,0,3,0,4,0,4
"37046",1992,1,2,0,2,1,0,15,85,85,6,5,1,3,74,0,1,0,4,0,1,1,4
"37047",1992,1,-1,0,1,0,1,50,40,50,3,2,2,4,29,1,1,0,4,0,3,1,1
"37048",1992,1,0,1,0,0,0,0,97,97,2,7,3,1,75,1,1,0,1,0,5,0,1
"37049",1992,1,0,0,0,0,0,50,50,NA,3,2,2,2,31,1,1,0,3,0,1,0,4
"37050",1992,1,0,1,0,0,0,60,50,50,2,3,1,NA,64,1,1,0,1,0,5,0,4
"37051",1992,1,1,0,1,1,0,10,15,0,2,1,3,NA,69,1,1,0,1,0,1,0,1
"37052",1992,1,0,1,0,0,0,70,70,40,5,2,2,3,26,0,2,1,1,0,3,0,1
"37053",1992,1,-1,0,1,0,1,30,30,15,5,2,2,3,37,1,1,0,1,0,4,0,6
"37054",1992,1,2,0,2,1,0,40,85,70,3,7,3,5,48,1,1,0,3,0,3,1,4
"37055",1992,0,0,0,0,0,0,70,70,50,3,3,1,4,32,1,1,0,3,1,5,1,4
"37056",1992,1,0,1,0,0,0,70,50,60,3,3,1,3,63,1,1,0,2,0,5,1,1
"37057",1992,NA,-1,0,1,0,1,NA,NA,50,4,2,2,1,47,0,3,0,4,1,2,1,4
"37058",1992,1,2,0,2,1,0,40,85,60,3,5,1,4,61,1,1,0,2,1,3,1,2
"37059",1992,1,2,0,2,1,0,40,60,30,4,5,1,2,47,1,1,0,2,0,4,1,4
"37060",1992,0,0,1,0,0,0,50,50,50,3,7,3,5,46,0,1,0,2,1,4,1,3
"37061",1992,1,0,1,0,0,0,50,50,70,4,6,2,3,62,1,1,0,4,0,3,1,4
"37062",1992,1,2,0,2,1,0,15,85,85,5,6,2,3,29,0,1,0,3,0,1,1,4
"37063",1992,1,1,0,1,1,0,30,70,85,5,7,3,5,46,0,1,0,2,1,1,1,6
"37064",1992,0,0,0,0,0,0,60,70,60,4,5,1,4,81,1,1,0,1,0,5,0,4
"37065",1992,1,0,1,0,0,0,50,50,70,3,3,1,1,20,1,2,1,2,0,5,0,1
"37066",1992,0,0,1,0,0,0,70,50,50,2,7,3,2,28,1,3,0,2,0,4,0,1
"37067",1992,1,0,0,0,0,0,60,40,40,3,1,3,3,66,1,1,0,2,0,1,0,1
"37068",1992,1,2,0,2,1,0,40,60,50,4,6,2,3,39,0,1,0,2,0,1,1,1
"37069",1992,1,-2,0,2,0,1,70,30,15,4,2,2,NA,30,0,1,0,1,0,5,0,5
"37070",1992,1,2,0,2,1,0,60,70,60,4,2,2,4,49,1,1,0,2,0,1,1,1
"37071",1992,1,-2,0,2,0,1,60,40,40,5,3,1,3,33,0,1,0,1,0,5,0,4
"37072",1992,1,0,1,0,0,0,40,60,40,4,3,1,4,68,1,1,0,2,0,3,0,6
"37073",1992,0,0,0,0,0,0,50,50,50,3,4,0,1,29,0,1,0,3,0,5,0,4
"37074",1992,1,2,0,2,1,0,30,70,85,5,7,3,5,48,0,3,0,4,0,2,1,6
"37075",1992,1,2,0,2,1,0,30,85,60,4,7,3,3,44,0,1,0,4,1,2,1,1
"37076",1992,0,0,1,0,0,0,40,50,NA,4,4,0,1,39,1,1,0,2,0,5,0,1
"37077",1992,1,0,1,0,0,0,50,NA,40,2,3,1,NA,47,1,2,1,3,0,3,1,1
"37078",1992,1,2,0,2,1,0,0,97,60,1,5,1,2,82,0,1,0,3,0,5,1,1
"37079",1992,1,0,1,0,0,0,50,50,60,2,4,0,3,52,1,1,0,3,0,1,1,3
"37080",1992,0,-2,0,2,0,1,37,30,30,2,2,2,2,34,1,3,0,3,0,2,1,1
"37081",1992,0,0,0,0,0,0,85,50,70,3,4,0,1,25,1,2,1,3,0,1,0,1
"37082",1992,1,0,1,0,0,0,50,50,50,3,1,3,2,77,1,1,0,3,0,5,1,1
"37083",1992,NA,0,0,0,0,0,NA,NA,60,5,2,2,NA,40,0,1,0,1,0,5,1,4
"37084",1992,1,0,1,0,0,0,85,70,15,4,1,3,4,38,0,2,1,4,1,5,0,1
"37085",1992,1,2,0,2,1,0,30,60,97,1,7,3,3,58,1,1,0,2,0,1,0,4
"37086",1992,1,2,0,2,1,0,30,60,60,6,7,3,4,61,0,1,0,4,0,4,1,6
"37087",1992,1,0,1,0,0,0,40,50,60,3,6,2,5,34,1,1,0,4,0,5,1,4
"37088",1992,1,2,0,2,1,0,50,50,85,4,7,3,3,39,0,3,0,4,0,1,1,6
"37089",1992,1,0,0,0,0,0,97,40,50,3,1,3,2,42,1,3,0,4,0,5,1,1
"37090",1992,0,0,0,0,0,0,60,70,60,2,1,3,3,33,0,3,0,4,0,3,1,3
"37091",1992,1,0,0,0,0,0,50,50,50,4,5,1,3,78,0,1,0,4,0,2,1,4
"37092",1992,1,0,0,0,0,0,60,60,60,3,3,1,1,71,1,1,0,4,0,5,0,4
"37093",1992,1,2,0,2,1,0,30,70,30,3,6,2,3,66,0,1,0,2,0,4,1,3
"37094",1992,1,-3,0,3,0,1,70,30,30,5,3,1,2,42,0,1,0,2,0,5,0,1
"37095",1992,1,0,1,0,0,0,50,50,NA,3,6,2,1,24,1,1,0,2,0,5,1,1
"37096",1992,1,0,1,0,0,0,60,70,70,1,3,1,1,76,1,3,0,3,0,1,0,1
"37097",1992,1,0,0,0,0,0,60,60,50,3,3,1,1,46,0,1,0,3,0,4,0,1
"37098",1992,1,0,0,0,0,0,50,15,0,2,4,0,4,51,0,1,0,4,0,5,1,1
"37099",1992,1,0,0,0,0,0,70,40,40,2,1,3,3,82,0,1,0,1,0,1,1,4
"37100",1992,0,-1,0,1,0,1,75,35,30,5,3,1,3,39,1,1,0,4,0,1,0,5
"37101",1992,0,0,1,0,0,0,50,60,NA,1,6,2,1,57,1,NA,NA,3,0,1,1,1
"37102",1992,1,-2,0,2,0,1,85,40,40,1,1,3,2,68,0,1,0,2,0,5,1,1
"37103",1992,1,0,1,0,0,0,85,85,50,2,2,2,2,75,0,1,0,2,0,4,1,1
"37104",1992,1,0,1,0,0,0,NA,NA,NA,1,1,3,2,76,0,1,0,2,0,1,0,1
"37105",1992,NA,0,0,0,0,0,NA,NA,40,6,2,2,NA,75,0,1,0,1,0,4,0,4
"37106",1992,NA,-2,0,2,0,1,NA,NA,15,6,3,1,3,83,0,1,0,1,0,5,1,6
"37107",1992,1,0,1,0,0,0,30,50,40,1,2,2,2,75,0,3,0,4,1,5,0,1
"37108",1992,0,0,0,0,0,0,70,50,85,3,1,3,3,69,0,3,0,4,0,4,1,1
"37109",1992,0,0,1,0,0,0,50,50,NA,3,NA,NA,NA,33,1,2,1,2,0,1,0,3
"37110",1992,1,0,1,0,0,0,50,40,50,3,4,0,2,60,1,1,0,3,0,1,0,4
"37111",1992,1,0,0,0,0,0,30,70,70,4,5,1,4,49,0,1,0,4,0,2,1,1
"37112",1992,1,-2,0,2,0,1,75,50,97,3,5,1,5,34,0,1,0,4,0,4,1,3
"37113",1992,0,0,1,0,0,0,70,50,97,2,6,2,2,68,0,1,0,4,0,5,1,1
"37114",1992,0,0,1,0,0,0,60,85,97,3,6,2,3,27,0,1,0,3,0,3,0,1
"37115",1992,1,2,0,2,1,0,30,70,60,4,6,2,3,28,0,1,0,4,0,5,0,1
"37116",1992,0,1,0,1,1,0,NA,NA,30,2,2,2,3,30,1,1,0,3,0,3,1,1
"37117",1992,NA,0,1,0,0,0,NA,NA,NA,2,2,2,3,30,1,1,0,3,0,4,1,1
"37118",1992,1,1,0,1,1,0,40,60,60,5,5,1,4,46,0,3,0,3,0,5,1,4
"37119",1992,1,-2,0,2,0,1,70,15,15,5,2,2,3,31,0,1,0,1,1,5,0,4
"37120",1992,1,3,0,3,1,0,50,50,80,2,5,1,3,49,1,1,0,1,1,5,1,1
"37121",1992,0,0,0,0,0,0,50,40,NA,3,5,1,2,35,1,1,0,4,0,5,0,1
"37122",1992,NA,0,0,0,0,0,NA,NA,60,3,2,2,3,31,1,1,0,4,0,5,1,1
"37123",1992,1,0,0,0,0,0,40,50,70,4,6,2,3,49,0,1,0,4,1,3,1,1
"37124",1992,0,-1,0,1,0,1,50,20,5,2,4,0,1,30,1,3,0,3,0,5,1,1
"37125",1992,1,2,0,2,1,0,70,70,0,2,1,3,3,53,0,1,0,3,0,1,1,1
"37126",1992,0,0,1,0,0,0,NA,NA,50,2,6,2,1,43,1,1,0,3,0,4,1,4
"37127",1992,1,2,0,2,1,0,40,70,50,3,6,2,4,56,0,1,0,3,1,2,1,1
"37128",1992,1,1,0,1,1,0,20,70,40,3,3,1,3,68,1,3,0,4,0,3,0,6
"37129",1992,1,2,0,2,1,0,40,70,60,3,7,3,2,43,1,1,0,4,0,1,0,4
"37130",1992,1,2,0,2,1,0,40,60,50,5,5,1,4,62,0,1,0,4,0,1,1,6
"37131",1992,NA,0,1,0,0,0,NA,NA,50,4,3,1,3,27,1,1,0,2,0,4,1,4
"37132",1992,NA,3,0,3,1,0,NA,NA,50,1,1,3,2,73,1,2,1,3,0,2,1,4
"37133",1992,1,0,1,0,0,0,60,60,45,3,1,3,4,51,1,2,1,3,0,3,1,1
"37134",1992,1,-2,0,2,0,1,70,50,0,2,3,1,2,75,1,1,0,3,0,1,0,4
"37135",1992,1,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,4,50,0,1,0,1,0,NA,0,5
"37136",1992,1,0,0,0,0,0,55,30,40,6,2,2,5,53,0,1,0,1,0,1,1,6
"37137",1992,0,0,1,0,0,0,70,50,97,4,6,2,3,40,1,1,0,3,0,5,0,1
"37138",1992,0,0,1,0,0,0,50,97,97,2,4,0,1,22,1,1,0,1,0,2,0,3
"37139",1992,1,2,0,2,1,0,40,60,60,6,5,1,5,42,1,1,0,1,0,5,1,6
"37140",1992,1,2,0,2,1,0,15,85,70,5,7,3,3,27,0,1,0,2,0,4,1,6
"37141",1992,1,3,0,3,1,0,15,60,85,5,7,3,4,61,0,1,0,3,0,3,1,6
"37142",1992,1,0,1,0,0,0,60,70,40,3,3,1,3,64,0,1,0,3,0,4,1,4
"37143",1992,1,2,0,2,1,0,40,60,85,3,7,3,3,70,1,1,0,2,0,1,0,4
"37144",1992,1,0,0,0,0,0,50,NA,30,3,1,3,1,82,1,2,1,3,0,1,0,1
"37145",1992,1,2,0,2,1,0,50,50,30,1,1,3,2,69,0,1,0,2,0,1,0,4
"37146",1992,1,0,0,0,0,0,40,30,30,4,4,0,4,44,0,1,0,3,0,4,1,1
"37147",1992,1,-1,0,1,0,1,60,30,30,4,3,1,1,22,0,1,0,2,0,5,0,1
"37148",1992,0,-1,0,1,0,1,60,70,70,2,5,1,1,33,0,1,0,3,0,3,1,4
"37149",1992,1,1,0,1,1,0,40,60,85,5,7,3,5,28,1,1,0,4,0,3,1,3
"37150",1992,0,-1,0,1,0,1,70,40,60,5,2,2,1,25,0,1,0,1,0,5,0,4
"37151",1992,1,1,0,1,1,0,20,75,85,5,6,2,4,32,0,1,0,2,0,1,1,4
"37152",1992,1,0,1,0,0,0,70,70,60,5,4,0,5,53,0,1,0,4,0,5,0,6
"37153",1992,1,0,1,0,0,0,70,50,70,2,1,3,2,63,1,2,1,4,0,3,0,1
"37154",1992,NA,-1,0,1,0,1,NA,NA,40,5,1,3,4,36,0,1,0,4,0,2,1,4
"37155",1992,0,1,0,1,1,0,65,60,97,3,7,3,1,28,0,1,0,3,0,5,0,1
"37156",1992,0,1,0,1,1,0,40,85,70,4,6,2,4,34,0,3,0,4,1,5,0,1
"37157",1992,0,0,0,0,0,0,97,85,97,2,5,1,1,30,1,2,1,2,0,2,0,4
"37158",1992,0,0,1,0,0,0,50,NA,97,4,5,1,NA,21,0,3,0,2,0,5,0,2
"37159",1992,1,2,0,2,1,0,40,70,70,5,6,2,4,29,0,1,0,2,0,3,1,4
"37160",1992,1,-3,0,3,0,1,85,85,70,5,1,3,NA,42,1,2,1,3,0,1,0,4
"37161",1992,1,0,0,0,0,0,70,60,70,3,2,2,3,46,1,1,0,2,0,5,1,1
"37162",1992,1,-1,0,1,0,1,60,40,40,5,2,2,4,39,0,1,0,4,1,5,1,4
"37163",1992,1,0,1,0,0,0,30,30,40,1,1,3,1,70,1,2,1,3,0,2,0,4
"37164",1992,1,3,0,3,1,0,NA,85,15,1,1,3,1,56,0,2,1,3,0,1,0,4
"37165",1992,1,0,0,0,0,0,30,60,60,3,6,2,3,60,0,1,0,3,0,1,1,1
"37166",1992,1,-1,0,1,0,1,40,30,50,3,6,2,2,32,1,1,0,3,0,5,1,1
"37167",1992,0,0,1,0,0,0,70,50,50,3,4,0,1,33,1,3,0,3,0,5,0,4
"37168",1992,1,0,0,0,0,0,40,50,50,3,3,1,3,37,0,3,0,3,1,1,1,1
"37169",1992,1,0,0,0,0,0,60,70,40,3,1,3,2,67,1,1,0,3,1,1,1,3
"37170",1992,1,0,0,0,0,0,50,NA,60,2,6,2,1,68,1,1,0,1,0,4,0,4
"37171",1992,0,0,1,0,0,0,0,50,NA,3,4,0,2,24,1,2,1,3,0,4,0,4
"37172",1992,0,2,0,2,1,0,50,50,40,2,3,1,2,72,0,1,0,3,0,1,1,1
"37173",1992,1,1,0,1,1,0,70,70,40,2,1,3,1,60,0,2,1,3,0,4,1,1
"37174",1992,1,0,1,0,0,0,50,NA,70,4,2,2,2,31,1,3,0,3,0,1,1,1
"37175",1992,1,0,1,0,0,0,NA,NA,60,1,1,3,2,56,0,1,0,3,0,1,1,1
"37176",1992,0,0,0,0,0,0,50,60,50,2,2,2,2,32,1,2,1,3,0,3,0,1
"37177",1992,1,-1,0,1,0,1,60,60,70,6,3,1,3,46,1,1,0,1,0,3,0,3
"37178",1992,1,-1,0,1,0,1,60,40,15,5,3,1,2,37,1,1,0,1,0,5,0,1
"37179",1992,1,1,0,1,1,0,40,50,30,4,5,1,2,34,0,1,0,1,0,5,0,1
"37180",1992,1,2,0,2,1,0,0,97,97,5,7,3,3,76,1,1,0,1,0,1,1,4
"37181",1992,1,0,0,0,0,0,50,60,60,4,5,1,4,30,1,1,0,2,0,4,1,4
"37182",1992,1,-2,0,2,0,1,60,40,40,6,1,3,4,48,0,1,0,2,0,1,1,4
"37183",1992,1,2,0,2,1,0,15,97,85,3,7,3,3,83,1,1,0,2,0,1,0,1
"37184",1992,1,1,0,1,1,0,60,85,50,3,2,2,3,33,0,1,0,3,1,5,1,4
"37185",1992,1,0,1,0,0,0,50,50,40,4,2,2,4,51,1,1,0,3,1,1,1,4
"37186",1992,0,0,1,0,0,0,60,50,50,3,6,2,4,27,0,1,0,3,0,5,1,1
"37187",1992,1,0,1,0,0,0,50,60,50,1,1,3,1,70,1,1,0,3,0,5,0,1
"37188",1992,1,1,0,1,1,0,NA,NA,80,1,7,3,1,77,1,1,0,1,0,3,1,1
"37189",1992,NA,0,1,0,0,0,NA,NA,50,3,4,0,2,34,0,1,0,1,0,5,1,1
"37190",1992,0,0,1,0,0,0,40,40,70,3,4,0,2,39,1,1,0,1,0,5,1,4
"37191",1992,1,1,0,1,1,0,60,70,60,4,4,0,NA,74,1,1,0,2,0,1,0,1
"37192",1992,0,0,1,0,0,0,70,50,15,1,5,1,1,65,1,1,0,2,0,1,0,4
"37193",1992,1,-2,0,2,0,1,70,70,85,2,7,3,3,37,0,1,0,2,0,5,1,1
"37194",1992,1,-2,0,2,0,1,70,30,0,5,2,2,NA,75,0,1,0,3,0,1,1,6
"37195",1992,1,0,1,0,0,0,50,50,40,3,5,1,4,51,1,1,0,2,1,5,1,1
"37196",1992,1,0,0,0,0,0,70,60,60,4,3,1,2,23,1,1,0,2,0,5,1,1
"37197",1992,0,-1,0,1,0,1,60,40,60,6,5,1,5,38,1,3,0,2,0,1,1,6
"37198",1992,1,0,1,0,0,0,40,40,50,2,6,2,4,39,1,1,0,2,0,3,1,4
"37199",1992,0,0,1,0,0,0,70,85,85,4,6,2,2,34,1,NA,NA,3,0,5,0,4
"37200",1992,1,2,0,2,1,0,40,30,50,3,6,2,4,47,1,NA,NA,3,0,1,1,4
"37201",1992,1,0,0,0,0,0,40,30,40,6,3,1,5,44,1,1,0,2,0,5,1,6
"37202",1992,NA,-1,0,1,0,1,NA,NA,30,6,1,3,3,46,1,1,0,1,0,5,0,4
"37203",1992,1,0,1,0,0,0,NA,NA,60,3,2,2,4,60,1,1,0,2,0,1,0,4
"37204",1992,1,0,0,0,0,0,50,50,40,4,3,1,4,41,0,3,0,2,1,3,1,4
"37205",1992,1,-1,0,1,0,1,70,40,30,5,1,3,3,42,0,1,0,1,1,5,1,4
"37206",1992,1,0,0,0,0,0,50,50,20,3,3,1,1,21,0,1,0,1,0,5,0,1
